itemCode,prodOrder,projectCode,customer,description,status
B631220J011B00,PD2605742,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-23-Assembly ชุดเพลา No.02,Ready to Start
SO2600001,PD2605742,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-23-Assembly ชุดเพลา No.02,Ready to Start
SO2600001,PD2605743,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-26-Assembly ชุดเพลา No.03,Ready to Start
B631220J011C00,PD2605743,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-26-Assembly ชุดเพลา No.03,Ready to Start
SO2600001,PD2605744,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-28-Assembly ชุดเพลา No.04,Ready to Start
B631220J011D00,PD2605744,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-28-Assembly ชุดเพลา No.04,Ready to Start
B631220J011E00,PD2605745,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-30-Assembly ชุดเพลา No.05,Ready to Start
SO2600001,PD2605745,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-30-Assembly ชุดเพลา No.05,Ready to Start
B631220J051100,PD2605746,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-35-Plate sensor 1,Completed
SO2600001,PD2605746,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-35-Plate sensor 1,Completed
B631220J061100,PD2605747,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-37-Support sensor เช็คกลาง,Completed
SO2600001,PD2605747,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-37-Support sensor เช็คกลาง,Completed
B631013J011403,PD2605748,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-114-MC รองหน้า Encoder 1,Completed
SO2600001,PD2605748,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-114-MC รองหน้า Encoder 1,Completed
SO2600001,PD2605749,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-43-Plate Encoder 1,Completed
B631220J111100,PD2605749,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-43-Plate Encoder 1,Completed
B631220J111200,PD2605750,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-47-MC รองหลัง Encoder 2,Completed
SO2600001,PD2605750,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-47-MC รองหลัง Encoder 2,Completed
SO2600001,PD2605751,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-4-Plate Clampโซ่ขวา2,Completed
B631013J01111A,PD2605751,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-4-Plate Clampโซ่ขวา2,Completed
B631013J01111G,PD2605752,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-5-กันแบริ่ง 3,Completed
SO2600001,PD2605752,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-5-กันแบริ่ง 3,Completed
SO2600001,PD2605753,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-16-ภาพประกอบชุดตรึงโซ่,Ready to Start
B631013J01111D,PD2605753,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-16-ภาพประกอบชุดตรึงโซ่,Ready to Start
SO2600001,PD2605754,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-21-Plate Clampโซ่ซ้าย1,Completed
B631013J01111B,PD2605754,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-21-Plate Clampโซ่ซ้าย1,Completed
B631013J01111E,PD2605755,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-23-แบบประกอบ สปริงตั้งโซ่,Ready to Start
SO2600001,PD2605755,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-23-แบบประกอบ สปริงตั้งโซ่,Ready to Start
G811000A011235,PD2605756,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-74-Cam Follower 12-1BUUR (Modify),Completed
SO2600001,PD2605756,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-74-Cam Follower 12-1BUUR (Modify),Completed
B631013J01111F,PD2605757,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-8-Stopper 2,Completed
SO2600001,PD2605757,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-8-Stopper 2,Completed
B631013J011900,PD2605758,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-120-Plate บังโซ่,Completed
SO2600001,PD2605758,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-120-Plate บังโซ่,Completed
SO2600001,PD2605759,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,02-01-Plate Arm Lv_2,Planned
B631220J151100,PD2605759,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,02-01-Plate Arm Lv_2,Planned
B631220J151200,PD2605760,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,02-02-MC รองโซ่ Mora,Completed
SO2600001,PD2605760,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,02-02-MC รองโซ่ Mora,Completed
B631220J151300,PD2605761,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,02-03-Rackspur-3M 20PA 30FW 27PH,Completed
SO2600001,PD2605761,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,02-03-Rackspur-3M 20PA 30FW 27PH,Completed
B631220J151400,PD2605762,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,02-04-MC รองโซ่ล่าง Mora,Completed
SO2600001,PD2605762,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,02-04-MC รองโซ่ล่าง Mora,Completed
B631013J01112A,PD2605763,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-48-กันแบริ่งชั้น 3,Completed
SO2600001,PD2605763,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-48-กันแบริ่งชั้น 3,Completed
B631013J01112C,PD2605764,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-63-Assy flat sprocket,Ready to Start
SO2600001,PD2605764,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-63-Assy flat sprocket,Ready to Start
SO2600001,PD2605765,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-73-Stopper 1,Completed
B631013J01112D,PD2605765,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-73-Stopper 1,Completed
B631220J161100,PD2605766,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,03-01-Plate Arm Lv_3,Completed
SO2600001,PD2605766,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,03-01-Plate Arm Lv_3,Completed
SO2600001,PD2605767,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,03-02-แบบประกอบ KRV22-PP,Ready to Start
B631220J161200,PD2605767,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,03-02-แบบประกอบ KRV22-PP,Ready to Start
B631013J01112B,PD2605768,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,Rack Gear_1,Completed
SO2600001,PD2605768,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,Rack Gear_1,Completed
B631220J171100,PD2605769,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,04-01-Plate Arm Lv_4,Completed
SO2600001,PD2605769,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,04-01-Plate Arm Lv_4,Completed
B631220J171200,PD2605770,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,04-02-Plate Arm Lv_4-2,Completed
SO2600001,PD2605770,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,04-02-Plate Arm Lv_4-2,Completed
B631013J0111ED,PD2605771,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-24-Pin leaf chain,Completed
SO2600001,PD2605771,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-24-Pin leaf chain,Completed
B631013J01113B,PD2605772,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-75-แกนเพลาลูกปืนชั้น 1,Completed
SO2600001,PD2605772,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-75-แกนเพลาลูกปืนชั้น 1,Completed
B631013J01113A,PD2605773,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-78-น็อตแกนลูกปืน NUTR17,Completed
SO2600001,PD2605773,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-78-น็อตแกนลูกปืน NUTR17,Completed
B631220J011901,PD2605774,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-09-เพลา Spur,Completed
SO2600001,PD2605774,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-09-เพลา Spur,Completed
B631220J011902,PD2605775,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-10-บุซดันเฟือง -1,Completed
SO2600001,PD2605775,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-10-บุซดันเฟือง -1,Completed
B631220J011903,PD2605776,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-11-บูชดันเฟือง -2,Completed
SO2600001,PD2605776,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-11-บูชดันเฟือง -2,Completed
B631220J011904,PD2605777,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-12-บูชดันเฟือง -3,Completed
SO2600001,PD2605777,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-12-บูชดันเฟือง -3,Completed
B631220J011905,PD2605778,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-14-ชุดเฟือง2,Ready to Start
SO2600001,PD2605778,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-14-ชุดเฟือง2,Ready to Start
B631220J011906,PD2605779,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-15-Spur gear 3M 38T 20PA 15FW,Completed
SO2600001,PD2605779,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-15-Spur gear 3M 38T 20PA 15FW,Completed
SO2600001,PD2605780,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-16-เฟือง RS60-1A19T-No1,Completed
B631220J011907,PD2605780,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-16-เฟือง RS60-1A19T-No1,Completed
B631220J011A01,PD2605781,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-19-ชุดเฟือง 3,Ready to Start
SO2600001,PD2605781,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-19-ชุดเฟือง 3,Ready to Start
B631220J011A02,PD2605782,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-21-ชุดเฟือง 4,Ready to Start
SO2600001,PD2605782,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-21-ชุดเฟือง 4,Ready to Start
B631220J011B01,PD2605783,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-24-เฟือง RS60-1A19T-No2,Completed
SO2600001,PD2605783,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-24-เฟือง RS60-1A19T-No2,Completed
B631220J011C01,PD2605784,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-25-เฟือง RS60-1A19T-No3,Completed
SO2600001,PD2605784,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-25-เฟือง RS60-1A19T-No3,Completed
B631220J011D01,PD2605785,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-27-เฟือง RS60-1A19T-No4,Completed
SO2600001,PD2605785,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-27-เฟือง RS60-1A19T-No4,Completed
B631220J011E01,PD2605786,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-29-เฟือง RS60-1A19T-No5,Completed
SO2600001,PD2605786,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-29-เฟือง RS60-1A19T-No5,Completed
B631013J0111DB,PD2605787,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-9-สลัก 1,Completed
SO2600001,PD2605787,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-9-สลัก 1,Completed
B631013J0111DD,PD2605788,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-10-หูตรึงโซ่,Completed
SO2600001,PD2605788,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-10-หูตรึงโซ่,Completed
B631013J0111DA,PD2605789,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-12-แบบประกอบลูกปืน Spoket,Ready to Start
SO2600001,PD2605789,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-12-แบบประกอบลูกปืน Spoket,Ready to Start
B631013J0111DC,PD2605790,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-15-สกรูตั้ง โซ่,Completed
SO2600001,PD2605790,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-15-สกรูตั้ง โซ่,Completed
SO2600001,PD2605791,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-6-Stopper 1,Completed
B631013J0111EC,PD2605791,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-6-Stopper 1,Completed
SO2600001,PD2605792,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-7-ล็อคโซ่,Completed
B631013J0111EB,PD2605792,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-7-ล็อคโซ่,Completed
B631013J0111EA,PD2605793,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-22-Stud adjust tension,Completed
SO2600001,PD2605793,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-22-Stud adjust tension,Completed
B631013J0111CB,PD2605794,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-60- Shaft flat sprocket,Completed
SO2600001,PD2605794,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-60- Shaft flat sprocket,Completed
SO2600001,PD2605795,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-61-Flat sprocket,Completed
B631013J0111CA,PD2605795,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-61-Flat sprocket,Completed
B631013J0111CC,PD2605796,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-64-Bush flat sprocket,Completed
SO2600001,PD2605796,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-64-Bush flat sprocket,Completed
B631013J0111CD,PD2605797,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-65-Support shaft flat sprocket,Completed
SO2600001,PD2605797,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-65-Support shaft flat sprocket,Completed
B631013J0111CE,PD2605798,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-66-Plate ล็อคSprcket,Completed
SO2600001,PD2605798,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-66-Plate ล็อคSprcket,Completed
B631013J0111CF,PD2605799,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-71-Bushรองนอกsprocket 2,Completed
SO2600001,PD2605799,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-71-Bushรองนอกsprocket 2,Completed
B631013J0111JB,PD2605800,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-83-ลูกปืน มีแกน KRV22PP-A INA (Modified),Ready to Start
SO2600001,PD2605800,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-83-ลูกปืน มีแกน KRV22PP-A INA (Modified),Ready to Start
B631220J161201,PD2605801,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,03-03-สกรูล็อคแกน KRV22,Completed
SO2600001,PD2605801,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,03-03-สกรูล็อคแกน KRV22,Completed
B631220J01195A,PD2605802,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-13-Spur gear 3M 38T 20PA 30FW,Completed
SO2600001,PD2605802,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-13-Spur gear 3M 38T 20PA 30FW,Completed
B631220J011A1A,PD2605803,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-18-Spur gear 3M 33T 20PA 15FW,Completed
SO2600001,PD2605803,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-18-Spur gear 3M 33T 20PA 15FW,Completed
B631220J011A2A,PD2605804,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-20-Spur gear 3M 33T 20PA 30FW,Completed
SO2600001,PD2605804,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,01-20-Spur gear 3M 33T 20PA 30FW,Completed
B631013J0111D1,PD2605805,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-11-Flat Spoket,Completed
SO2600001,PD2605805,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-11-Flat Spoket,Completed
B631013J0111D2,PD2605806,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-13-บุซ Flat Spoket,Completed
SO2600001,PD2605806,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-13-บุซ Flat Spoket,Completed
SO2600001,PD2605807,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-14-Plateปิด Flat spoket,Completed
B631013J0111D3,PD2605807,SO2600001,ASRS Line5 add-on Conveyor& SR- เอสดีกัทธรี มรกต,00-14-Plateปิด Flat spoket,Completed
SO2500003,PD2605808,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),เหล็กรางน้ำ 150x75x6 Support Lift AAI,Completed
L923036Z011000,PD2605808,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),เหล็กรางน้ำ 150x75x6 Support Lift AAI,Completed
SO2500003,PD2605809,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),เพลท Support Beam-01,Completed
L923036Z021000,PD2605809,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),เพลท Support Beam-01,Completed
SO2500003,PD2605810,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-14 SQ 100x100x4.5 structure2,Completed
CP11H14A014104,PD2605810,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),01-14 SQ 100x100x4.5 structure2,Completed
SO2500003,PD2605811,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),05-01 Assembly Cable drag chain-1,Planned
CP11H14A051000,PD2605811,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),05-01 Assembly Cable drag chain-1,Planned
SO2500003,PD2605812,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),05-07 Assembly Cable drag chain-2,Planned
CP11H14A061000,PD2605812,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),05-07 Assembly Cable drag chain-2,Planned
SO2500003,PD2605813,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),05-09 Ass'y Senser-2,Planned
CP11H14A071000,PD2605813,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),05-09 Ass'y Senser-2,Planned
SO2500003,PD2605814,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),05-13 Ass'y Senser-3,Planned
CP11H14A081000,PD2605814,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),05-13 Ass'y Senser-3,Planned
SO2500003,PD2605815,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),05-02 Support cable chain 1,Planned
CP11H14A051100,PD2605815,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),05-02 Support cable chain 1,Planned
SO2500003,PD2605816,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),05-03 Assy clamp cable,Planned
CP11H14A051200,PD2605816,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),05-03 Assy clamp cable,Planned
SO2500003,PD2605817,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),05-06 Plate Cable drag chain-3,Planned
CP11H14A051300,PD2605817,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),05-06 Plate Cable drag chain-3,Planned
SO2500003,PD2605818,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),05-08 Plate Cable drag chain,Planned
CP11H14A061100,PD2605818,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),05-08 Plate Cable drag chain,Planned
CP11H14A071100,PD2605819,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),05-10 แผ่นเกลียวยึดฐานเซ็นเซอร์,Planned
SO2500003,PD2605819,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),05-10 แผ่นเกลียวยึดฐานเซ็นเซอร์,Planned
SO2500003,PD2605820,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),05-11 Plate for cover sensor-4,Planned
CP11H14A071200,PD2605820,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),05-11 Plate for cover sensor-4,Planned
SO2500003,PD2605821,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),05-12 Plate for cover sensor-6,Planned
CP11H14A071300,PD2605821,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),05-12 Plate for cover sensor-6,Planned
CP11H14A081100,PD2605822,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),05-14 Plate for cover sensor-5,Planned
SO2500003,PD2605822,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),05-14 Plate for cover sensor-5,Planned
CP11H14A081200,PD2605823,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),05-15 Plate for cover sensor-6,Planned
SO2500003,PD2605823,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),05-15 Plate for cover sensor-6,Planned
CP11H14A051202,PD2605824,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),05-05 Plate clamp cable,Planned
SO2500003,PD2605824,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),05-05 Plate clamp cable,Planned
SO2500003,PD2605825,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),05-04 Rubber clamp cable,Planned
CP11H14A051201,PD2605825,SO2500003,AAI-Line Shuttle Mezzanine P1.3 (QUO20240308-2),05-04 Rubber clamp cable,Planned
L822524A01126D,PD2605826,SO2500019,บจก.ซิเลซติกา(ประเทศไทย),03-163 Shim plate for safety gear 6 mm,Completed
SO2500019,PD2605826,SO2500019,บจก.ซิเลซติกา(ประเทศไทย),03-163 Shim plate for safety gear 6 mm,Completed
L822524A01129E,PD2605827,SO2500019,บจก.ซิเลซติกา(ประเทศไทย),06-82 Plate shim control box,Completed
SO2500019,PD2605827,SO2500019,บจก.ซิเลซติกา(ประเทศไทย),06-82 Plate shim control box,Completed
L822524A014I1C,PD2605828,SO2500019,บจก.ซิเลซติกา(ประเทศไทย),06-92 Plat shim governor,Completed
SO2500019,PD2605828,SO2500019,บจก.ซิเลซติกา(ประเทศไทย),06-92 Plat shim governor,Completed
L822524A0111Z1,PD2605829,SO2500019,บจก.ซิเลซติกา(ประเทศไทย),Shim 0.5 mm (Bearing),Completed
SO2500019,PD2605829,SO2500019,บจก.ซิเลซติกา(ประเทศไทย),Shim 0.5 mm (Bearing),Completed
SO2500019,PD2605830,SO2500019,บจก.ซิเลซติกา(ประเทศไทย),Shim 15 mm (Motor)-1,Completed
L822524A0111Z2,PD2605830,SO2500019,บจก.ซิเลซติกา(ประเทศไทย),Shim 15 mm (Motor)-1,Completed
SO2500019,PD2605831,SO2500019,บจก.ซิเลซติกา(ประเทศไทย),06-09  แผ่นฐานเตะลิมิต-2,Completed
L822524A0111Z3,PD2605831,SO2500019,บจก.ซิเลซติกา(ประเทศไทย),06-09  แผ่นฐานเตะลิมิต-2,Completed
L822524A011O04,PD2605832,SO2500019,บจก.ซิเลซติกา(ประเทศไทย),06-90 Support Distant-Y2,Completed
SO2500019,PD2605832,SO2500019,บจก.ซิเลซติกา(ประเทศไทย),06-90 Support Distant-Y2,Completed
SO2500019,PD2605833,SO2500019,บจก.ซิเลซติกา(ประเทศไทย),06-91 Support Distant-Y,Completed
L822524A011O05,PD2605833,SO2500019,บจก.ซิเลซติกา(ประเทศไทย),06-91 Support Distant-Y,Completed
SO2500019,PD2605834,SO2500019,บจก.ซิเลซติกา(ประเทศไทย),07-00 Assy Ladder plat from,Active
L822524H011000,PD2605834,SO2500019,บจก.ซิเลซติกา(ประเทศไทย),07-00 Assy Ladder plat from,Active
