id,itemCode,itemName,projectCode,machineName,old_prodOrder,matched_prodOrder,status,source,matched_project
item-251,B763026Z371100,1-01 Weld Support Bottom Guide Wheel -บ่อวิน_2025,MA2500045,MDPB-26-0145,,,UNMATCHED (Standard Buy Part),,
item-252,B763026Z374104,1-04 Plate for Support Bottom Guide Wheel -บ่อวิน_2025,MA2500045,MDPB-26-0145,,,UNMATCHED (Standard Buy Part),,
item-253,B763026Z374101,1-05 Plate for Support Bottom Guide Wheel -บ่อวิน_2025,MA2500045,MDPB-26-0145,,,UNMATCHED (Standard Buy Part),,
item-254,B763026Z374102,1-06 Plate for Support Bottom Guide Wheel -บ่อวิน_2025,MA2500045,MDPB-26-0145,,,UNMATCHED (Standard Buy Part),,
item-255,B763026Z374103,1-02 Plate for Support Bottom Guide Wheel -บ่อวิน_2025,MA2500045,MDPB-26-0145,,,UNMATCHED (Standard Buy Part),,
item-256,B763026Z271000,2-00-00 Ass'y Support Distant,MA2500045,MDPB-26-0145,,,UNMATCHED (Standard Buy Part),,
item-257,B763026Z271100,2-00-2 Plate Support Distant 2,MA2500045,MDPB-26-0145,,,UNMATCHED (Standard Buy Part),,
item-258,B763026Z271200,2-00-01 Plate Support Distant 1,MA2500045,MDPB-26-0145,,,UNMATCHED (Standard Buy Part),,
item-259,B763026Z271300,2-00-3 Support Distant 3,MA2500045,MDPB-26-0145,,,UNMATCHED (Standard Buy Part),,
item-260,B763026Z271400,2-00-4 Support Distant 4,MA2500045,MDPB-26-0145,,,UNMATCHED (Standard Buy Part),,
item-261,B763026Z271500,2-00-5 Support Distant 5,MA2500045,MDPB-26-0145,,,UNMATCHED (Standard Buy Part),,
item-262,B763026Z271600,2-00-6 Support Distant 6,MA2500045,MDPB-26-0145,,,UNMATCHED (Standard Buy Part),,
item-263,E1000000002T12,REMOTE MANUAL CONTROL,BDM250028,MDPB-26-0123,PD2605977,,UNMATCHED (Standard Buy Part),,
item-264,Z6K0000Z201000,04-95 หัวยึดกระบอกไฮดรอลิค-2(Modify),MA2600014,MDPB-26-0163,PD2607201,,UNMATCHED (Standard Buy Part),,
item-265,Z620000Z031101,D0-00 ชุดฐานล้อ (บุญถาวร),BDM250028,MDPB-26-0161,PD2607205-PD2607213,PD2607205,MATCHED,Data (Exact Proj+Item),BDM250028
item-266,R311014E013100,EA-01 ชุดอัด Bearing Swing ล้อ RGV,BDM250028,MDPB-26-0161,,PD2607206,MATCHED,Data (Exact Proj+Item),BDM250028
item-267,Z620000Z031102,EC-02 ชุดเพลา Swing ล้อ RGV บุญถาวร,BDM250028,MDPB-26-0161,,PD2607207,MATCHED,Data (Exact Proj+Item),BDM250028
item-268,R311014E011101,EB-01 ดุม Bearing Swing ล้อ RGV,BDM250028,MDPB-26-0161,,PD2607208,MATCHED,Data (Exact Proj+Item),BDM250028
item-269,R321014A0111DB,EB-02 Bush ดุม Bearing Swing ล้อ RGV,BDM250028,MDPB-26-0161,,PD2607209,MATCHED,Data (Exact Proj+Item),BDM250028
item-270,Z620000Z031103,EE-02 เพลา Swing ล้อ RGV บุญถาวร,BDM250028,MDPB-26-0161,,PD2607210,MATCHED,Data (Exact Proj+Item),BDM250028
item-271,R311014E01421A,EE-01-1 เพลา Swing ล้อ (Plate),BDM250028,MDPB-26-0161,,PD2607211,MATCHED,Data (Exact Proj+Item),BDM250028
item-272,Z620000Z034101,EE-02-2 เพลาชุด Swing ล้อ (Shalf) บุญถาวร,BDM250028,MDPB-26-0161,,PD2607212,MATCHED,Data (Exact Proj+Item),BDM250028
item-273,R311014E011202,EF-01 แผ่นปิดเพลา Swing ล้อ RGV,BDM250028,MDPB-26-0161,,PD2607213,MATCHED,Data (Exact Proj+Item),BDM250028
item-274,B9420230199401,A0001-00-093 BUSH ดันเฟืองโซ่ล่าง,BDM260010,MDPB-26-0170,PD2607324-PD2607328,PD2607324,MATCHED,Data (Exact Proj+Item),BDM260010
item-275,Z6F0100A011105,A0001-03-131 แบบประกอบชุดเฟืองโซ่คู่,BDM260010,MDPB-26-0170,,PD2607325,MATCHED,Data (Exact Proj+Item),BDM260010
item-276,B9420230108401,A0001-00-085 แกนยึดเฟืองโซ่ ตัวล่างคู่2,BDM260011,MDPB-26-0170,,"PD2607326, PD2607042",MATCHED,Data (Item Code),
item-277,B9420230700100,A0001-03-116 ประกอบลูกปืนเฟือง 15 ฟัน,BDM260012,MDPB-26-0170,,PD2607327,MATCHED,Data (Item Code),BDM260010
item-278,B9420230099401,A0001-00-092 Bush เฟืองโซ่ล่าง 2,BDM260013,MDPB-26-0170,,PD2607328,MATCHED,Data (Item Code),BDM260010
item-279,J121012Z051000,SC-04-3 Assy Drive Wheel-1_Modify,BDM250012,MDPB-26-0173,PD2607372-PD2607373,PD2607372,MATCHED,Data (Exact Proj+Item),BDM250012
item-280,J121012Z051100,SC-04-3 Wheel-1_Modify,BDM250012,MDPB-26-0173,,PD2607373,MATCHED,Data (Exact Proj+Item),BDM250012
item-281,B9420230502409,A0001-06-044 ฐานเซ็นเซอร์,BDM260009,MDPB-26-0184,PD2607559,,UNMATCHED (Standard Buy Part),,
item-282,2480301300,สกรูหัวจม M6x1 x10 mm รมดำ,BDM260009,MDPB-26-0184,,PD2604801,MATCHED,Plan+Mat (Item/Mat Code),WM2600002
item-283,2140114000,แหวนสปริง เหล็ก M6,BDM260009,MDPB-26-0184,,,UNMATCHED (Standard Buy Part),,
item-284,2150115000,แหวนอีแปะ ชุบ M6,BDM260009,MDPB-26-0184,,"PD2608180, PD2608176, PD2608128 (+287 คำสั่งผลิต)",MATCHED,Plan+Mat (Item/Mat Code),AS2300009
item-285,Z8M0000Z061000,01-1-Weld top rail Crane-1,SR2500002,MDPB-26-0141,PD2605582 - PD2605584,,UNMATCHED (Standard Buy Part),,
item-286,2O20601000,RUBBER BUFFER MODEL : NV54-A-17 DIA 160,SR2500002,MDPB-26-0141,,,UNMATCHED (Standard Buy Part),,
item-287,7020204104,เทปกันลื่น สีดำ ANTI SLIP TAPE หน้ากว้าง 50CM. ยาว 18M,SR2500002,MDPB-26-0141,,,UNMATCHED (Standard Buy Part),,
item-288,B631526C011301,3-106 Plate sensor 3,SR2500002,MDPB-26-0141,PD2605585,,UNMATCHED (Standard Buy Part),,
item-289,F340113100,เซนเซอร์ แบบ PHOTO S3Z-PR-2-M01-NL DIFFUSE 0-700MM,SR2500002,MDPB-26-0141,,PD2602455,MATCHED,Plan+Mat (Item/Mat Code),SO2500003
item-290,R311014E011000,E0-00 ชุดฐานล้อ,BDM260010,MDPB-26-0101,PD2603220-3228,PD2603220,MATCHED,Data (Exact Proj+Item),BDM260010
item-291,F300109301,มอเตอร์ ติดเบรค 1.5 KW 4P B5 (EMCO) 32 NM. SF3.2 (,BDM260010,MDPB-26-0101,,,UNMATCHED (Standard Buy Part),,
item-292,2850105001,เกียร์ทด MRCI 63UO3A-24X200 ROSSI,BDM260010,MDPB-26-0101,,,UNMATCHED (Standard Buy Part),,
item-293,F361001003,อินเวอร์เตอร์ FR-E740 1.5KW 380V MITSUBISHI,BDM260010,MDPB-26-0101,,,UNMATCHED (Standard Buy Part),,
item-294,F363500003,"อินเวอร์เตอร์ FR-E840-2.2K-1 E800 SERIES , 400V",BDM260010,MDPB-26-0101,,,UNMATCHED (Standard Buy Part),,
item-295,F360314003,อินเวอร์เตอร์ FR-D740 1.5KW.380V 380V MITSUBISHI,BDM260010,MDPB-26-0101,,"PD2607315, PD2607314",MATCHED,Plan+Mat (Item/Mat Code),SV2600019
item-296,B231780J011100,Cam Follower 12-1BUUR (Daft),BDM240026,(ไม่ระบุเครื่องจักร),PD2607216,PD2607216,MATCHED,Data (Exact Proj+Item),BDM240026
item-297,Z6C0112A011102,A0001-03-029 เพลาล้อหน้า,SR2600017,MDPB-26-0186,PD2607600-PD2607614,PD2607600,MATCHED,Data (Exact Proj+Item),SR2600017
item-298,Z6C0112A011103,A0001-03-030 ล้อหน้า,SR2600017,MDPB-26-0186,,PD2607601,MATCHED,Data (Exact Proj+Item),SR2600017
item-299,Z6C0112A021102,A0001-00-105 ลิ่ม 20x12x60,SR2600017,MDPB-26-0186,,PD2607602,MATCHED,Data (Exact Proj+Item),SR2600017
item-300,Z6C0112A021103,A0001-03-013 เพลาขับแกน X,SR2600017,MDPB-26-0186,,PD2607603,MATCHED,Data (Exact Proj+Item),SR2600017
item-301,Z6C0112A021104,A0001-03-015 ล้อหลัง,SR2600017,MDPB-26-0186,,PD2607604,MATCHED,Data (Exact Proj+Item),SR2600017
item-302,Z6C0112A021105,A0001-00-106 ลื่มใหม่,SR2600017,MDPB-26-0186,,PD2607605,MATCHED,Data (Exact Proj+Item),SR2600017
item-303,Z6C0112A011101,A0001-03-109 ประกอบล้อหน้ากับเพลา,SR2600017,MDPB-26-0186,,PD2607606,MATCHED,Data (Exact Proj+Item),SR2600017
item-304,Z6C0112A021101,A0001-03-108 ประกอบล้อหลังกับเพลา,SR2600017,MDPB-26-0186,,PD2607607,MATCHED,Data (Exact Proj+Item),SR2600017
item-305,Z670215Z091106,Plate Shim ID.65.2 OD.85 mm.( 0.5 mm.),SR2600017,MDPB-26-0186,,PD2607608,MATCHED,Data (Exact Proj+Item),SR2600017
item-306,B9420230107402,A0001-05-054 สลักล้อประครองหน้า,SR2600017,MDPB-26-0186,,PD2607609,MATCHED,Data (Exact Proj+Item),SR2600017
item-307,B9420230107404,A0001-00-119 ฝาปิดล้อประครองข้าง,SR2600017,MDPB-26-0186,,PD2607610,MATCHED,Data (Exact Proj+Item),SR2600017
item-308,B942023Z041101,A0001-05-118 BUSH สลักล้อประคอง,SR2600017,MDPB-26-0186,,PD2607611,MATCHED,Data (Exact Proj+Item),SR2600017
item-309,B942023Z041102,A0001-05-118 BUSH ลูกปืน,SR2600017,MDPB-26-0186,,PD2607612,MATCHED,Data (Exact Proj+Item),SR2600017
item-310,Z6F0100A011103,A0001-05-114-1 ประกอบล้อประคองล่าง,SR2600017,MDPB-26-0186,,PD2607613,MATCHED,Data (Exact Proj+Item),SR2600017
item-311,Z930103A011124,1-23 ล้อประคองหน้า,SR2600017,MDPB-26-0186,,PD2607614,MATCHED,Data (Exact Proj+Item),SR2600017
item-312,Z620000Z221000,JP-01 Jig Pallet,BDM250028,MDPB-26-0188,PD2607632-PD2607644,PD2607632,MATCHED,Data (Exact Proj+Item),BDM250028
item-313,Z620000Z231000,00-68 การ์ดแบบพับ 4 รู ขยายขนาด,BDM250028,MDPB-26-0188,,PD2607633,MATCHED,Data (Exact Proj+Item),BDM250028
item-314,Z620000Z241000,Shim MC เสริมการ์ด,BDM250028,MDPB-26-0188,,PD2607634,MATCHED,Data (Exact Proj+Item),BDM250028
item-315,C1N1A18A031300,A0-04 ขา Support งา Forklift AAI,BDM250028,MDPB-26-0188,,PD2607635,MATCHED,Data (Exact Proj+Item),BDM250028
item-316,Z620000Z221100,JP-01-1 Weld Jig Pallet,BDM250028,MDPB-26-0188,,PD2607636,MATCHED,Data (Exact Proj+Item),BDM250028
item-317,Z620000Z221200,A0-03 ขา Support Jig Pallet,BDM250028,MDPB-26-0188,,PD2607637,MATCHED,Data (Exact Proj+Item),BDM250028
item-318,Z620000Z234100,00-68 เพทเสริมการ์ดแบบพับ 4 รู ขยายขนาด,BDM250028,MDPB-26-0188,,PD2607638,MATCHED,Data (Exact Proj+Item),BDM250028
item-319,Z620000Z234101,00-69 การ์ดแบบที่ 4 -2 ขยายขนาด,BDM250028,MDPB-26-0188,,PD2607639,MATCHED,Data (Exact Proj+Item),BDM250028
item-320,C1N1A18A034301,A0-04-1 ขา Support งา Forklift AAI,BDM250028,MDPB-26-0188,,PD2607640,MATCHED,Data (Exact Proj+Item),BDM250028
item-321,C1N1A18A034302,A0-04-2 ขา Support งา Forklift AAI,BDM250028,MDPB-26-0188,,PD2607641,MATCHED,Data (Exact Proj+Item),BDM250028
item-322,Z620000Z224103,JP-01-1-3 แผ่นพับจิ๊กพาเลท,BDM250028,MDPB-26-0188,,PD2607642,MATCHED,Data (Exact Proj+Item),BDM250028
item-323,Z620000Z224105,JP-01-1-5 Plat Adjust,BDM250028,MDPB-26-0188,,PD2607643,MATCHED,Data (Exact Proj+Item),BDM250028
item-324,Z620000Z224104,JP-01-1-4 Plat Support Jig,BDM250028,MDPB-26-0188,,PD2607644,MATCHED,Data (Exact Proj+Item),BDM250028
item-325,Z640000Z041600,5-36 แบบประกอบล้อ,BDM250040,MDPB-26-0190,PD2607674-PD2607679,PD2607674,MATCHED,Data (Exact Proj+Item),BDM250040
item-326,Z640000Z041200,5-37 ล้อประคองเสา,BDM250040,MDPB-26-0190,,PD2607675,MATCHED,Data (Exact Proj+Item),BDM250040
item-327,Z930103A011132,2-24 ชุดล้อข้าง,BDM250040,MDPB-26-0190,,PD2607676,MATCHED,Data (Exact Proj+Item),BDM250040
item-328,Z930103A011112,2-26 ล้อประคองกระเช้าปรับใหม่,BDM250040,MDPB-26-0190,,PD2607677,MATCHED,Data (Exact Proj+Item),BDM250040
item-329,Z930103A011113,2-27 แกนเพลาล้อข้างปรับใหม่,BDM250040,MDPB-26-0190,,PD2607678,MATCHED,Data (Exact Proj+Item),BDM250040
item-330,Z930103A011110,2-21 ล้อประครองกระเช้า MC,BDM250040,MDPB-26-0190,,PD2607679,MATCHED,Data (Exact Proj+Item),BDM250040
item-331,B231780A011200,01-19 Wheel test,BDM260013,MDPB-26-0191,PD2607680-PD2607682,PD2607680,MATCHED,Data (Exact Proj+Item),BDM260013
item-332,B231780A011500,01-22 Shaft for Drive Wheel,BDM260013,MDPB-26-0191,,PD2607681,MATCHED,Data (Exact Proj+Item),BDM260013
item-333,B231780A011600,01-23 Shaft for Idel Wheel,BDM260013,MDPB-26-0191,,PD2607682,MATCHED,Data (Exact Proj+Item),BDM260013
